Officer Disciplined?,Years of SPD Service,Subject Race,Subject Gender,Subject Age,Fatal,Disposition
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,12,White,Male,28,No,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,11,White,Male,44,Yes,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
Yes,2,Native American,Male,51,Yes,Not Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
Yes,2,Native American,Male,51,Yes,Not Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,11,White,Male,44,Yes,Justified
